0,1,2,3,4,5,6,7,8,9
0.4329419434070587,0.7131519317626953,0.9275565147399902,0.5347865223884583,0.34810498356819153,0.33623722195625305,0.9522250890731812,1.0,0.47528359293937683,0.34810498356819153
0.29467490315437317,0.5781364440917969,0.8716817498207092,1.0,0.3139570355415344,0.3679785430431366,0.7642949223518372,1.0,0.6869831085205078,0.3139570355415344
0.36555707454681396,0.8514496088027954,0.7703521847724915,0.36946815252304077,0.2711822986602783,0.49749910831451416,0.5519864559173584,0.951428234577179,1.0,0.2711822986602783
0.12638884782791138,1.0,0.8089805841445923,0.33755001425743103,0.2876654267311096,0.22075995802879333,0.8590920567512512,0.8474672436714172,1.0,0.2876654267311096
0.5672935843467712,0.7961293458938599,0.5555402636528015,0.40395402908325195,0.47447699308395386,0.14483311772346497,0.5397767424583435,0.9850403666496277,1.0,0.47447699308395386
0.4373500645160675,0.29593169689178467,0.9266948103904724,0.4424864947795868,0.4868035316467285,0.15515242516994476,0.5920735001564026,1.0,1.0,0.4868035316467285
0.2788047194480896,0.16688010096549988,1.0,0.6361346244812012,0.4392476975917816,0.6170070767402649,0.2801685631275177,0.8500929474830627,1.0,0.4392476975917816
0.1898801475763321,0.1594197154045105,1.0,1.0,0.42272496223449707,0.8307569026947021,0.020557299256324768,0.9058331251144409,0.7514613270759583,0.42272496223449707
0.1690889447927475,0.3384082615375519,1.0,1.0,1.0,0.9888511896133423,0.0,0.8883848786354065,0.05021647736430168,1.0
0.032061561942100525,0.5318318605422974,0.9997573494911194,1.0,1.0,0.9538320899009705,0.041914768517017365,1.0,0.03307364881038666,1.0
0.0,0.11026730388402939,1.0,1.0,0.902614176273346,1.0,0.2020147740840912,1.0,0.5127424597740173,0.902614176273346
0.18486541509628296,0.2135452777147293,1.0,1.0,0.7168147563934326,1.0,1.0,1.0,0.13117669522762299,0.7168147563934326
0.8121523857116699,0.07473563402891159,0.9321853518486023,1.0,0.7175612449645996,1.0,0.2694237530231476,1.0,0.5760177373886108,0.7175612449645996
0.6116831302642822,0.3614061176776886,0.6075906753540039,1.0,0.03145153447985649,1.0,0.24937891960144043,1.0,0.30918022990226746,0.03145153447985649
0.5836121439933777,0.7478204965591431,0.3945476710796356,1.0,0.08278558403253555,1.0,0.0557171031832695,0.9623198509216309,0.28513103723526,0.08278558403253555
0.3539999723434448,1.0,0.6768628358840942,0.7470176219940186,0.1724274754524231,1.0,0.02655189484357834,1.0,0.27163922786712646,0.1724274754524231
0.7765792608261108,1.0,0.8240954279899597,0.5962859392166138,0.4949133098125458,1.0,0.4854605495929718,0.7767861485481262,0.22466416656970978,0.4949133098125458
0.8015836477279663,1.0,0.7482850551605225,0.9973179697990417,0.3099656403064728,1.0,0.25446826219558716,1.0,0.4580173194408417,0.3099656403064728
0.634067177772522,0.7719094753265381,0.5927015542984009,0.9426536560058594,0.48176756501197815,1.0,0.17655140161514282,1.0,0.4114205539226532,0.48176756501197815
0.5229500532150269,1.0,0.5214520692825317,1.0,0.4966033697128296,1.0,0.18052396178245544,0.9311369061470032,0.4270399808883667,0.4966033697128296
0.4676878750324249,0.4950456917285919,0.3806532323360443,1.0,0.6098747253417969,1.0,0.10344615578651428,0.5202699899673462,0.34661030769348145,0.6098747253417969
0.3162789046764374,1.0,1.0,1.0,0.32343152165412903,1.0,0.08603493869304657,0.4819857180118561,0.25664475560188293,0.32343152165412903
0.3184378147125244,0.529638946056366,1.0,1.0,0.06922686100006104,0.81177818775177,0.054414331912994385,0.7654314041137695,0.2294270545244217,0.06922686100006104
0.21250011026859283,0.3721773028373718,1.0,1.0,0.17331738770008087,0.5876824259757996,0.0,0.6248819231987,0.39405006170272827,0.17331738770008087
0.1948290318250656,0.7702727913856506,0.8709772229194641,1.0,0.08404672890901566,0.6735710501670837,0.0,0.6115262508392334,0.23738323152065277,0.08404672890901566
0.10840072482824326,1.0,0.582576334476471,1.0,0.06512705236673355,0.5383651852607727,0.0,0.7492697238922119,0.3806833326816559,0.06512705236673355
0.13130199909210205,0.9160695672035217,0.30155661702156067,1.0,0.6121307015419006,0.7083566188812256,0.0,0.5440168380737305,0.36685851216316223,0.6121307015419006
0.16376341879367828,0.8624147176742554,0.6939184665679932,0.641289472579956,0.8351927399635315,0.7685641050338745,0.0,0.6382429599761963,0.17496857047080994,0.8351927399635315
0.219730943441391,0.6303791999816895,0.3409247100353241,1.0,0.8758288025856018,0.6975995898246765,0.0,0.6290746927261353,0.0,0.8758288025856018
0.09256107360124588,0.4443831145763397,0.34291544556617737,0.330598920583725,0.3961702287197113,0.6246129274368286,0.0,0.3926214277744293,0.0,0.3961702287197113
0.019508469849824905,0.3243166506290436,0.12280569225549698,0.7061929106712341,0.3079667091369629,0.867417573928833,0.09938742220401764,0.23996487259864807,0.0,0.3079667091369629
