name,id,dest,sha256,bytes
raw.zip,1lUqzLQhSds8RbtFn4nLeRGFATsU7Aq6O,DATA/raw.zip,76A213D26294BE2072FF47FE7304F269A70BEC08F6B180767186A20F17EFE215,401041302
