0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
801.635348724426,1055.6573080540693,2459.595511009451,1325.2559822246003,615.3863120629812,748.0474393480209,706.4942607983387,599.4250599997673,785.7240206908237,527.5388577193729,834.3050931228809,391.15166456588815,804.0677776996594,918.2619974522278,1146.5130532555581,945.8269361301114,522.9722595563085
754.624509563979,993.7496888398615,2315.355802578664,1247.5381072258042,579.2978000182378,704.1791918817243,665.0628442384043,564.2725743599685,739.6462802069844,496.60204283141456,785.3783802403325,368.21309527810894,756.9142919761509,864.4117435455512,1079.2773196670698,890.3601730453955,492.3032467458107
730.4362564520951,961.896669624513,2241.140863245192,1207.5503157853516,560.7293575194711,681.6078808343284,643.7453436697537,546.1857408689659,715.9381297133737,480.68427743200385,760.2043621570464,356.4106273820646,732.652643638092,836.7044404023685,1044.6828522794328,861.8211354798037,476.52327221653087
719.6064023168815,947.6350546880092,2207.9124625038285,1189.646503282386,552.4156722421768,671.5019833495809,634.2008172164402,538.0876873398659,705.3232328676258,473.55738502531466,748.9331495325482,351.1262852198394,721.7899281139214,824.29899507596,1029.1938033613264,849.0432960647329,469.4580731871093
710.5552873868463,935.7158252813558,2180.141629185451,1174.6832856224885,545.4674603828626,663.055919490956,626.2239225322536,531.3196909951012,696.4517697692502,467.60104235794654,739.5131666231308,346.7098648652557,712.711349082847,813.9310704478245,1016.2487387127752,838.3641408647298,463.5532911262928
714.9968583484523,941.5648398642593,2193.76935657594,1182.026048758757,548.877092927358,667.2005792664993,630.1383512039635,534.6408880261331,700.8051818283491,470.52394399307747,744.1357487992176,348.87709448865513,717.1663972519138,819.0188274055486,1022.6011520545087,843.604625158374,466.4508908958974
733.1776121668108,965.5067052832705,2249.5519521782394,1212.0822991442612,562.8337966338593,684.165981753903,646.1613450129272,548.235597223715,718.6250733938612,482.48830424375166,763.0574387316863,357.7482503457782,735.4023175402264,839.8446247496876,1048.6035877055087,865.055583761829,478.31168261366946
771.5089858281809,1015.9845126775733,2367.161130389193,1275.451363809946,592.2593985753318,719.9349706834778,679.9434075721271,576.8979884136758,756.1956234946492,507.71335090406933,802.9509642891162,376.4517426962585,773.8500013719284,883.7526732150966,1103.4257962344948,910.2816903269663,503.3183706638929
836.8924379174784,1102.0866526763893,2567.772100837331,1383.5426688624439,642.4518975902565,780.9476543044775,737.5669064931449,625.788646434162,820.2813065224684,550.7407843672044,870.9990452162576,408.3550839853969,839.431848658763,958.6484963738128,1196.9383657669775,987.4257811678124,545.9733405715212
884.7955316977532,1165.1692638761238,2714.749444854044,1462.7356107660057,679.225361066833,825.6485107427594,779.7846815502212,661.6083179457868,867.2335916337204,582.2647726921724,920.8543755492079,431.72902189847116,887.4802964001619,1013.5208153762248,1265.4502176929216,1043.9452903105237,577.2244439988727
888.6568889071099,1170.2542067538934,2726.596947429437,1469.1191700106783,682.189584608628,829.2517430321831,783.1877584125924,664.495658530982,871.0183063630384,584.8058482257198,924.8730980160494,433.6131407841049,891.3533702549673,1017.9439456555752,1270.9727990646818,1048.5011967640514,579.7435229141734
879.4164916968939,1158.0857153571394,2698.2453539844164,1453.8430326740997,675.0960676245775,820.6290500800077,775.0440461787163,657.5861258351385,861.9613179700686,578.7249429900571,915.2561188406314,429.1043616293718,882.0849345981524,1007.3592008423549,1257.7570195514195,1037.5987127407723,573.715256551027
870.2018456708839,1145.9511351718127,2669.9727708988785,1438.609466951875,668.0223188884029,812.0303868907864,766.9230288819822,650.6958486588552,852.9295696367149,572.66098405089,905.6659403098845,424.6081475624714,872.8423282632239,996.8039536478251,1244.5780698372375,1026.7266118133707,567.7037897901087
862.039804999011,1135.2027095970084,2644.929815109618,1425.116058452897,661.7566170129007,804.4139642440507,759.729689790516,644.5926600616422,844.9295339297688,567.2897218934143,897.171264877152,420.625544000718,864.6555212380975,987.4544510559472,1232.9045749166416,1017.0964502523437,562.3790235362856
855.1105596614716,1126.0777271576574,2623.669349545051,1413.6606955494415,656.4372872946773,797.9479267375852,753.6228332622637,639.4112976019941,838.1378243131353,562.7297356402634,889.9596259620191,417.24447322798204,857.7052502594578,979.5170981502773,1222.9942456860997,1008.9208291326817,557.8585104414483
858.0127950745516,1129.8996220234294,2632.574053167792,1418.4586437052062,658.6652279043769,800.6561528313999,756.1806204981805,641.5814521983292,840.9824544574834,564.6396338964781,892.9801387056586,418.66059617539787,860.6162920226107,982.8415679253839,1227.1450741020515,1012.345094832853,559.7518758153155
868.9972534272554,1144.3648321136516,2666.2768140280405,1436.6180464393565,667.0975972184744,810.9063195143435,765.8614021609554,649.7951114607501,851.7488868456394,571.8682679896132,904.4122562681384,424.0203762497815,871.6340808850242,995.4241102046565,1242.8552407063016,1025.3053474031997,566.917935812366
897.1063510728411,1181.3811318559037,2752.5217762763004,1483.087741006872,688.6759295151479,837.1363735527817,790.6344067376948,670.8137673490605,879.3000586536493,590.3662562420895,933.6669084814135,437.73598940358164,899.828470906613,1027.6226855190896,1283.0573692890541,1058.4704788383478,585.255797700807
947.9184800427911,1248.2945924090923,2908.4246871424293,1567.0898723926016,727.6825535426962,884.5518013083995,835.415961784309,708.8086780088681,929.1036387198953,623.8046176089506,986.5498284518242,462.52936816158973,950.7947808205503,1085.8272633448937,1355.729774791695,1118.4222765458328,618.404702552078
985.1453806368382,1297.317941654907,3022.645096379135,1628.6330326218058,756.2602916658448,919.290149247461,868.2246342796707,736.6451963930681,965.5916379818481,648.302834469105,1025.2938693879098,480.69394156414813,988.1346402453264,1128.470153472979,1408.9723464063788,1162.3452464928478,642.6908525464933
992.2881723539891,1306.7241389840501,3044.56076972305,1640.4414283817991,761.7435531757643,925.9554579346507,874.5196927027738,741.9862387515818,972.5926553844455,653.0033509687688,1032.7277575244764,484.1792106135441,995.299105574506,1136.6521207477667,1419.1880934457654,1170.772824962283,647.3506793989424
974.4337388124761,1283.2119981094552,2989.779397294551,1610.9246475939105,748.0373536817318,909.2945617890523,858.7842902570659,728.6355364479557,955.092607099752,641.2537350234345,1014.1456866836496,475.46728016941313,977.3904957275797,1116.2001186831176,1393.6523668259235,1149.7068824489209,635.7027730695112
944.8864584425977,1244.3017847497058,2899.1217706368316,1562.077362938915,725.3549807958016,881.722465005202,832.7437918724388,706.5414754304035,926.1317984607098,621.8093098744656,983.394240231413,461.0499170647756,947.7535590557115,1082.35412532105,1351.3933238755699,1114.844879784382,616.4266670402959
893.765843587272,1176.9820853999784,2742.2723564757966,1477.565245602994,686.1115433697089,834.0191731016298,787.6903632016108,668.3158935924289,876.0258555176653,588.1679406289568,930.1902623813378,436.1060150448481,896.477827207349,1023.7961812599101,1278.2797164038648,1054.5291082822428,583.076511631932
826.737191334673,1088.7134147231375,2536.6135460804735,1366.7541111893775,634.656084004158,771.4712680469315,728.6169226393139,618.1950325773172,810.3276272232144,544.0578365771947,860.429933014014,403.39991127343745,829.2457876712809,947.0158044939138,1182.4141525012556,975.4438921750872,539.348243187515
782.7587542761645,1030.799104243336,2401.677921619252,1294.0493746861569,600.8954368036649,730.4327119497068,689.8580113336219,585.3100340372205,767.2220999478839,515.1165798236772,814.6592043605407,381.94097874530695,785.1339053689258,896.6391244704688,1119.5154140292182,923.5549747950985,510.6575141211879
761.3118588776996,1002.5561233187962,2335.8740773512927,1258.593569908851,584.4314349536182,710.4195036869788,670.9565138696343,569.2730583955029,746.2008950937923,501.00284255131737,792.3382649320525,371.47613478822745,763.6219329377687,872.0720079640914,1088.8416849262371,898.2503878697453,496.66595129296394
752.9655593025882,991.5650509369523,2310.265774272905,1244.795546332476,578.0242842172223,702.6311395197447,663.6007844122162,563.0320896912809,738.0202577622653,495.5103236010943,783.6518213323225,367.403623543601,755.250307906445,862.5114393946394,1076.9046596634753,888.4028244262009,491.2209778961753
746.5684920918898,983.1408830633268,2290.6381495429127,1234.2199752786787,573.1134882985108,696.6617049708387,657.9629451159689,558.2486649050647,731.7501632892395,491.30055224500813,776.9940488632969,364.282224902952,748.8338298605524,855.1836890352282,1067.7554610019026,880.8551052671828,487.0476480910015
754.4376485302281,993.5036153400049,2314.7824713744862,1247.2291903308385,579.1543535963565,704.0048221785498,664.8981605725434,564.1328485026372,739.4631281005029,496.47907363294604,785.183903895929,368.1219179061151,756.72686394371,864.197696864138,1079.010067711825,890.1397009824861,492.18134202042756
777.0661910326381,1023.3026833343143,2384.2118717223834,1284.6384829325941,596.5254629668161,725.1206865201618,684.8410628330571,581.0534040504906,761.6425260345612,511.370427267202,808.7346471231941,379.1633372754104,779.424068990178,890.1183734794588,1111.373809401165,916.8384799949145,506.9437898363603
819.3713812585917,1079.0135290470298,2514.013602818358,1354.5770235861546,629.0016194083927,764.5978493848127,722.1253145120493,612.6872276210764,803.1080180607282,539.210556526612,852.7639376568613,399.8058221695574,821.8576272710981,938.5783728311524,1171.8794406606828,966.7531806346566,534.5429232311525
887.8033662028278,1169.1302200412326,2723.97814997329,1467.7081343426353,681.5343662601782,828.455276815493,782.4355349820812,663.8574345566534,870.1817248774208,584.2441634233081,923.9847909567216,433.196671092423,890.4972576781697,1016.9662474233902,1269.7520757978416,1047.4941494006923,579.186700291579
937.5122930788825,1234.5908961650239,2876.496191494274,1549.886462453142,719.6941021494939,874.8412495916926,826.2448200943944,701.0274227846128,918.9039998512334,616.9565313900861,975.719549076304,457.4517510639985,940.357018015166,1073.9071227940244,1340.8466621548541,1106.144310075751,611.6158962468916
