0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07691865414381027,0.012011956423521042,0.0768590047955513,0.0,0.0004123196704313159,0.02963157370686531,0.0,0.0,0.06654728949069977,0.0,0.0,0.0,0.048110608011484146,0.0,0.0,6.1802766140317544e-06,8.797195187071338e-05
0.5346964597702026,0.5315458178520203,0.5303828120231628,0.09267429262399673,0.541528582572937,0.042807046324014664,0.29983532428741455,0.15717428922653198,0.5525306463241577,0.10142283141613007,0.5296616554260254,0.4313533306121826,0.03342733159661293,0.16735109686851501,0.26456189155578613,0.16857542097568512,0.49753710627555847
0.6739107966423035,0.6858227252960205,0.6807376742362976,0.3970831036567688,0.6028541326522827,0.3532719314098358,0.4867064654827118,0.22086134552955627,0.7013852000236511,0.3994753658771515,0.6096357703208923,0.7018304467201233,0.45536699891090393,0.21515780687332153,0.2728509306907654,0.49179327487945557,0.5514505505561829
0.7281136512756348,0.7448344230651855,0.7392730116844177,0.6107360124588013,0.6214871406555176,0.3512688875198364,0.43547070026397705,0.3747672438621521,0.7614597082138062,0.30204322934150696,0.46642568707466125,0.6725529432296753,0.5597293972969055,0.26042231917381287,0.4089486598968506,0.5810049176216125,0.31689125299453735
0.7486370801925659,0.6927007436752319,0.5978891253471375,0.6085768938064575,0.4931464195251465,0.4265313148498535,0.38697192072868347,0.3647860288619995,0.7862040400505066,0.45719194412231445,0.7567957639694214,0.5442276000976562,0.47066646814346313,0.32828259468078613,0.3961813747882843,0.5392916798591614,0.3789530098438263
0.7487338185310364,0.6787349581718445,0.6679677963256836,0.6594023108482361,0.5656927824020386,0.48869261145591736,0.6007755398750305,0.48234403133392334,0.7821353673934937,0.5517619252204895,0.7588467001914978,0.44655436277389526,0.6543844938278198,0.28951215744018555,0.5438706874847412,0.3768896758556366,0.40569785237312317
0.7269268035888672,0.7362938523292542,0.6322680711746216,0.6470087170600891,0.4922243654727936,0.7322017550468445,0.46113815903663635,0.48462194204330444,0.747747004032135,0.5780680179595947,0.7376289963722229,0.46859219670295715,0.5920470356941223,0.2721443176269531,0.33435264229774475,0.3790530562400818,0.34030023217201233
0.663114607334137,0.6279615163803101,0.5284016132354736,0.3655828833580017,0.2866581082344055,0.6203922033309937,0.38247373700141907,0.6096197366714478,0.6568301320075989,0.5859113335609436,0.6735941767692566,0.6852779984474182,0.23690666258335114,0.4226173162460327,0.3187771737575531,0.3632027804851532,0.2626835107803345
0.46564429998397827,0.47655346989631653,0.33760979771614075,0.15780986845493317,0.04253986105322838,0.501556932926178,0.5252348184585571,0.2313077598810196,0.4044875502586365,0.4687497615814209,0.48281994462013245,0.4826268255710602,0.14790518581867218,0.11978114396333694,0.1525687724351883,0.11675938963890076,0.14179110527038574
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.55283365631476e-05,0.12964606285095215,0.1466163694858551,0.15211310982704163,0.01789005473256111,0.0001427091920049861,0.0,0.14251741766929626,0.07116702944040298,0.0,0.0,0.0,0.1494143158197403,0.0,0.023274952545762062,0.09456523507833481,0.1335664540529251
0.08364667743444443,0.5313994884490967,0.6007189154624939,0.6072970032691956,0.6428627371788025,0.30772531032562256,0.03544648736715317,0.6146804690361023,0.5316689014434814,0.15916140377521515,0.13227462768554688,0.1328582465648651,0.5985485315322876,0.581865131855011,0.5835059881210327,0.5701799988746643,0.6034711599349976
