branch_id,from_bus_id,to_bus_id
0,0.0,2.0
1,0.0,5.0
2,0.0,9.0
3,0.0,13.0
4,2.0,0.0
5,2.0,5.0
6,2.0,9.0
7,2.0,13.0
8,5.0,0.0
9,5.0,2.0
10,5.0,9.0
11,5.0,13.0
12,9.0,0.0
13,9.0,2.0
14,9.0,5.0
15,9.0,13.0
16,13.0,0.0
17,13.0,2.0
18,13.0,5.0
19,13.0,9.0
